AF	SO	DE	C1	RP	FU	TC	SN	PY	UT
Liao, Wen Bo; Chen, Wei	NATURWISSENSCHAFTEN	Age difference; Sexual size dimorphism; Rana chensinensis; Rensch's rule	[Liao, Wen Bo] China W Normal Univ, Minist Educ, Key Lab SW China Wildlife Resources Conservat, Nanchong 637009, Peoples R China; [Liao, Wen Bo] China W Normal Univ, Coll Life Sci, Inst Rare Anim & Plants, Nanchong 637009, Peoples R China; [Chen, Wei] Mianyang Normal Univ, Ecol Secur & Protect Key Lab Sichuan Prov, Mianyang 621000, Peoples R China	Liao, WB (reprint author), China W Normal Univ, Minist Educ, Key Lab SW China Wildlife Resources Conservat, Nanchong 637009, Peoples R China.	National Natural Sciences Foundation of China [31101633]	20	0028-1042	2012	WOS:000304174400010
Chen, W.; Wu, Q. G.; Hu, J. C.; Lu, X.; You, Z. Q.	RUSSIAN JOURNAL OF ECOLOGY	Naemorhedus griseus; habitat; season	[Chen, W.; Wu, Q. G.; You, Z. Q.] Mianyang Normal Univ, Ecol Secur & Protect Key Lab Sichuan Prov, Mianyang 621000, Peoples R China; [Chen, W.; Hu, J. C.] China W Normal Univ, Inst Rare Anim & Plants, Nanchong 637002, Peoples R China; [Chen, W.; Lu, X.] Wuhan Univ, Coll Life Sci, Dept Zool, Wuhan 430072, Peoples R China	Chen, W (reprint author), Mianyang Normal Univ, Ecol Secur & Protect Key Lab Sichuan Prov, Mianyang 621000, Peoples R China.	Scientific Research Foundation of Mianyang Normal University; Sichuan Key Subject Foundation of West China Normal University [SZD0420]	3	1067-4136	2012	WOS:000304142600013
Niu, Jin-Zhi; Dou, Wei; Ding, Tian-Bo; Yang, Li-Hong; Shen, Guang-Mao; Wang, Jin-Jun	MOLECULAR BIOLOGY REPORTS	RT-qPCR; Panonychus citri; Housekeeping genes; Gene expression; Spider mites	[Niu, Jin-Zhi; Dou, Wei; Ding, Tian-Bo; Yang, Li-Hong; Shen, Guang-Mao; Wang, Jin-Jun] SW Univ, Coll Plant Protect, Key Lab Entomol & Pest Control Engn, Chongqing 400716, Peoples R China; [Yang, Li-Hong] Mianyang Normal Univ, Mianyang 631000, Sichuan, Peoples R China	Wang, JJ (reprint author), SW Univ, Coll Plant Protect, Key Lab Entomol & Pest Control Engn, Chongqing 400716, Peoples R China.	Special Fund for Agro-scientific Research in the Public Interest [201103020]; Program for Changjiang Scholars and Innovative Research Team in University [IRT0976]; Natural Science Foundation of Chongqing (CSTC) [2009BA1042]; earmarked fund for Modern Agro-industry (Citrus) Technology Research System of China [CARS-27-6B]; Specialized Research Fund for the Doctoral Program of Higher Education [20100182120022]; Fundamental Research Funds for the Central Universities of China [XDJK2009C112]	25	0301-4851	2012	WOS:000302147800092
He Dengliang; Yin Guangfu; Dong Faqin; Zhang Wei; Bian Qingquan; Si Yunxiang	ACTA GEOLOGICA SINICA-ENGLISH EDITION	Tourmaline; lead (II); copper (II); adsorption	[He Dengliang; Yin Guangfu; Bian Qingquan] Sichuan Univ, Coll Mat Sci & Engn, Chengdu 610064, Peoples R China; [He Dengliang; Si Yunxiang] Mianyang Normal Univ, Dept Chem, Mianyang 621000, Peoples R China; [Dong Faqin; Zhang Wei] Key Lab Adv Bldg Mat Sichuan Prov, Mianyang 621010, Peoples R China	Yin, GF (reprint author), Sichuan Univ, Coll Mat Sci & Engn, Chengdu 610064, Peoples R China.	National Natural Science Foundation of China [51004066]; Key Laboratory for Advanced Building Materials of Sichuan Province [09ZXXK09]; Mianyang Normal University [2011C03]	1	1000-9515	2012	WOS:000303381900013
Wang Bin; Zheng Cheng-bin; Wang Jun-wei; Feng Li; Li Shao-bo; Dan De-zhong; Leng Geng	SPECTROSCOPY AND SPECTRAL ANALYSIS	Mercury; Microwave digestion; Sediment; Cold vapor atomic fluorescence spectrometry; Sequential injection	[Wang Bin; Feng Li; Li Shao-bo; Dan De-zhong; Leng Geng] Sichuan Univ, Coll Architecture & Environm, Chengdu 610065, Peoples R China; [Zheng Cheng-bin] Sichuan Univ, Coll Chem, Chengdu 610065, Peoples R China; [Wang Jun-wei] Sichuan Environm Monitoring Ctr, Chengdu 610041, Peoples R China; [Wang Bin] Mianyang Normal Univ, Coll Resources & Environm Engn, Mianyang 621000, Peoples R China	Leng, G (reprint author), Sichuan Univ, Coll Architecture & Environm, Chengdu 610065, Peoples R China.		3	1000-0593	2012	WOS:000302450000055
Chen, Yan; Compton, Stephen G.; Liu, Min; Chen, Xiao-Yong	MOLECULAR ECOLOGY	co-evolution; demographic history; Ficus pumila; fig wasp; glacial refugium; phylogeography; Wiebesia	[Chen, Yan; Liu, Min; Chen, Xiao-Yong] E China Normal Univ, Dept Environm Sci, Tiantong Natl Field Observat Stn Forest Ecosyst, Shanghai 200062, Peoples R China; [Chen, Yan] Mianyang Normal Univ, Ecol Secur & Protect Key Lab Sichuan Prov, Mianyang 621000, Sichuan, Peoples R China; [Compton, Stephen G.] Univ Leeds, Sch Biol, Fac Biol Sci, Leeds LS2 9JT, W Yorkshire, England	Chen, XY (reprint author), E China Normal Univ, Dept Environm Sci, Tiantong Natl Field Observat Stn Forest Ecosyst, Shanghai 200062, Peoples R China.	Natural Science Foundation of China [30870361]; Fundamental Research Funds for the Central Universities [78220028]; ECNU; Open Foundation from Shanghai Key Laboratory of Ecological Processes and Restoration in Urban Areas	28	0962-1083	2012	WOS:000301933600012
Yang, Li-Hong; Jiang, Hong-Bo; Liu, Yong-Hua; Dou, Wei; Wang, Jin-Jun	MOLECULAR BIOLOGY REPORTS	Panonychus citri; Hsp70; Molecular cloning; Thermal stress; Endogenous references; Expression profiles	[Yang, Li-Hong; Jiang, Hong-Bo; Liu, Yong-Hua; Dou, Wei; Wang, Jin-Jun] Southwest Univ, Coll Plant Protect, Key Lab Entomol & Pest Control Engn, Chongqing 400716, Peoples R China; [Yang, Li-Hong] Mianyang Normal Univ, Mianyang 621000, Sichuan, Peoples R China	Wang, JJ (reprint author), Southwest Univ, Coll Plant Protect, Key Lab Entomol & Pest Control Engn, Chongqing 400716, Peoples R China.	Special Fund for Agro-scientific Research in the Public Interest [201103020]; Program for Changjiang Scholars and Innovative Research Team in University [IRT0976]; Natural Science Foundation of Chongqing (CSTC) [2009BA1042]; earmarked fund for Modern Agro-industry (Citrus) Technology Research System of China [CARS-27-06B]	10	0301-4851	2012	WOS:000301108500025
Liu Hua-Min; Fan Yong-Sheng; Tian Shi-Hai; Zhou Wei; Chen Xu	ACTA PHYSICA SINICA	molecular dynamics; pressurized water reactor; hydrogen; the mean square displacement	[Liu Hua-Min; Fan Yong-Sheng; Tian Shi-Hai; Zhou Wei; Chen Xu] Sichuan Univ, Inst Nucl Sci & Technol, Key Lab Radiat Phys & Technol, Minist Educ, Chengdu 610064, Peoples R China; [Fan Yong-Sheng] Mianyang Normal Univ, Coll Math & Comp Sci, Mianyang 621000, Peoples R China	Liu, HM (reprint author), Sichuan Univ, Inst Nucl Sci & Technol, Key Lab Radiat Phys & Technol, Minist Educ, Chengdu 610064, Peoples R China.	National Natural Science Foundation of China [10676022]; Science and Technology Support Plan Foundation of Sichuan Province, China [2009GZ0232]	1	1000-3290	2012	WOS:000303174000017
Liu, Hong-gang; Mei, Yang; Zheng, Wen-chen	PHYSICA SCRIPTA		[Liu, Hong-gang; Zheng, Wen-chen] Sichuan Univ, Dept Mat Sci, Chengdu 610064, Peoples R China; [Mei, Yang] Mianyang Normal Univ, Sch Phys & Elect Engn, Mianyang 621000, Peoples R China; [Zheng, Wen-chen] Chinese Acad Sci, Int Ctr Mat Phys, Shenyang 110016, Peoples R China	Liu, HG (reprint author), Sichuan Univ, Dept Mat Sci, Chengdu 610064, Peoples R China.	Fundamental Research Funds for the Central Universities [2010SCU11002]	2	0031-8949	2012	WOS:000301342000037
Mei Yang; Zheng Wen-Chen; Yang Yu-Guang	PHYSICA B-CONDENSED MATTER	Electron paramagnetic resonance (EPR); Defect structure; Crystal- and ligand-field theory; NaCl; Cu2+	[Mei Yang] Mianyang Normal Univ, Sch Phys & Elect Engn, Mianyang 621000, Sichuan, Peoples R China; [Zheng Wen-Chen; Yang Yu-Guang] Sichuan Univ, Dept Mat Sci, Chengdu 610064, Peoples R China; [Zheng Wen-Chen] Chinese Acad Sci, Int Ctr Mat Phys, Shenyang 110016, Peoples R China; [Mei Yang] CAEP, Res Ctr Laser Fus, Mianyang 621000, Peoples R China	Mei, Y (reprint author), Mianyang Normal Univ, Sch Phys & Elect Engn, Mianyang 621000, Sichuan, Peoples R China.	Initial Foundation of Mianyang Normal University [MQD2011A05]; Science and Technology Development Foundation of China Academy of Engineering Physics [2011B0302059]	5	0921-4526	2012	WOS:000301042700020
