AF	SO	DE	C1	RP	FU	TC	SN	PY	UT
Ye, Ming; Qing, Peng; Zhang, Ke; Liu, Guangyuan	BMC PSYCHIATRY	Network topology; Network efficiency; Major depressive disorder; Functional magnetic resonance imaging; Cognitive control system	[Ye, Ming; Qing, Peng; Liu, Guangyuan] Southwest Univ, Coll Comp & Informat Sci, Chongqing 400715, Peoples R China; [Ye, Ming; Liu, Guangyuan] Southwest Univ, Coll Elect & Informat Engn, Chongqing 400715, Peoples R China; [Ye, Ming; Zhang, Ke] Sichuan Univ Sci & Engn, Sch Comp Sci, Zigong 643000, Sichuan, Peoples R China	Liu, GY (reprint author), Southwest Univ, Coll Comp & Informat Sci, Chongqing 400715, Peoples R China.; Liu, GY (reprint author), Southwest Univ, Coll Elect & Informat Engn, Chongqing 400715, Peoples R China.; Zhang, K (reprint author), Sichuan Univ Sci & Engn, Sch Comp Sci, Zigong 643000, Sichuan, Peoples R China.	National Natural Science Foundation of China [61472330, 31571111]	0	1471-244X	2016	WOS:000390391900001
Liu, Xiao-Qiang; He, Xu; Qiu, Nian-Xiang; Yang, Xin; Tian, Zhi-Yue; Li, Mei-Jun; Xue, Ying	APPLIED SURFACE SCIENCE		[Liu, Xiao-Qiang] Sichuan Univ Sci & Engn, Coll Chem & Environm Engn, Zigong 643000, Peoples R China; [Liu, Xiao-Qiang; He, Xu; Qiu, Nian-Xiang; Yang, Xin; Tian, Zhi-Yue; Xue, Ying] Sichuan Univ, Coll Chem, Key Lab Green Chem & Technol, Minist Educ, Chengdu 610064, Peoples R China; [Qiu, Nian-Xiang] Chinese Acad Sci, Ningbo Inst Mat Technol & Engn, Div Funct Mat & Nanodevices, Ningbo 315201, Zhejiang, Peoples R China; [Li, Mei-Jun] China Univ Petr, Coll Geosci, State Key Lab Petr Resources & Prospecting, Beijing 102249, Peoples R China	Liu, XQ (reprint author), Sichuan Univ Sci & Engn, Coll Chem & Environm Engn, Zigong 643000, Peoples R China.; Liu, XQ; Xue, Y (reprint author), Sichuan Univ, Coll Chem, Key Lab Green Chem & Technol, Minist Educ, Chengdu 610064, Peoples R China.	National Basic Research Program of China (973 Program) of Ministry of Science and Technology of China (MOST) [2011CB201202]; National Natural Science Foundation of China [21573153, 21502131]; Sichuan University of Science Engineering [2015RC28]	3	0169-4332	2016	WOS:000384577600109
Wu, Shu-Lin	JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS	Parareal; Trapezoidal rule; 4th-order Gauss RK method; Convergence analysis	[Wu, Shu-Lin] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Sichuan, Peoples R China	Wu, SL (reprint author), Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Sichuan, Peoples R China.	NSF of China [11301362, 11371157, 61573010]; Project of China Postdoctoral [2015M580777, 2016T90841]; NSF of Technology & Education of Sichuan Province [2014JQ0035, 15ZA0220]; NSF of SUSE [2015LX01]	1	0377-0427	2016	WOS:000381546600026
Bai, Hong-Bin; Jiang, Zhi-Jie	JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS		[Bai, Hong-Bin] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Sichuan, Peoples R China; [Jiang, Zhi-Jie] Sichuan Univ Sci & Engn, Inst Nonlinear Sci & Engn Comp, Zigong 643000, Sichuan, Peoples R China	Bai, HB (reprint author), Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Sichuan, Peoples R China.; Jiang, ZJ (reprint author), Sichuan Univ Sci & Engn, Inst Nonlinear Sci & Engn Comp, Zigong 643000, Sichuan, Peoples R China.	National Natural Science Foundation of China [11201323]; Sichuan Province University Key Laboratory of Bridge Non-destruction Detecting and Engineering Computing [2013QZJ01, 2013YY01]; Fund Project of Sichuan Provincial Department of Education [12ZB288]	0	1521-1398	2016	WOS:000368960500001
Zhang, Yong Yan; Wu, Jiu Hui; Cao, Song Hua; Cao, Pei; Zhao, Zi Ting	MODERN PHYSICS LETTERS B	Reverse horn; quadratic model; energy focusing; absorption wedge	[Zhang, Yong Yan; Wu, Jiu Hui; Cao, Song Hua; Cao, Pei; Zhao, Zi Ting] Xi An Jiao Tong Univ, State Key Lab Strength & Vibrat Mech Struct, Xian 710049, Shanxi, Peoples R China; [Zhang, Yong Yan; Wu, Jiu Hui; Cao, Song Hua; Cao, Pei; Zhao, Zi Ting] Xi An Jiao Tong Univ, Sch Mech Engn, Xian 710049, Shanxi, Peoples R China; [Zhang, Yong Yan] Sichuan Univ Sci & Engn, Zigong 643000, Sichuan, Peoples R China	Zhang, YY (reprint author), Xi An Jiao Tong Univ, State Key Lab Strength & Vibrat Mech Struct, Xian 710049, Shanxi, Peoples R China.; Zhang, YY (reprint author), Xi An Jiao Tong Univ, Sch Mech Engn, Xian 710049, Shanxi, Peoples R China.; Zhang, YY (reprint author), Sichuan Univ Sci & Engn, Zigong 643000, Sichuan, Peoples R China.		0	0217-9849	2016	WOS:000390679700004
Wu, Cheng-Lung; Tsou, Chih-Yuan; Tseng, Yen-Chun; Lee, Hsun-Tsing; Suen, Maw-Cherng; Gu, Jia-Hao; Tsou, Chi-Hui; Chiu, Shih-Hsuan	JOURNAL OF POLYMER RESEARCH	Polyurethane; Nanosilver; Graphene; Interfacial adhesion; Antibacterial activities; Electrical conductivity	[Wu, Cheng-Lung; Tsou, Chih-Yuan; Tseng, Yen-Chun; Gu, Jia-Hao; Chiu, Shih-Hsuan] Natl Taiwan Univ Sci & Technol, Dept Mat Sci & Engn, Taipei 10607, Taiwan; [Lee, Hsun-Tsing] Vanung Univ, Dept Mat Sci & Engn, Taoyuan 32061, Taiwan; [Suen, Maw-Cherng] Taoyuan Innovat Inst Technol, Dept Creat Fash Design, Taoyuan 32091, Taiwan; [Tsou, Chi-Hui] Sichuan Univ Sci & Engn, Mat Corros & Protect Key Lab Sichuan Prov, Inst Mat Sci & Engn, Zigong 643000, Peoples R China; [Tsou, Chi-Hui] Panzhihua Univ, Sci & Technol Innovat Ctr, Fac Mat Engn, Fac Biol, Panzhihua 617000, Peoples R China; [Tsou, Chi-Hui] Panzhihua Univ, Sci & Technol Innovat Ctr, Fac Mat Engn, Fac Chem Engn, Panzhihua 617000, Peoples R China	Chiu, SH (reprint author), Natl Taiwan Univ Sci & Technol, Dept Mat Sci & Engn, Taipei 10607, Taiwan.		0	1022-9760	2016	WOS:000392438600001
Ya-Ru, Zhao; Hai-Rong, Zhang; Gang-Tai, Zhang; Qun, Wei; Yu-Quan, Yuan	AIP ADVANCES		[Ya-Ru, Zhao; Gang-Tai, Zhang] Baoji Univ Arts & Sci, Coll Phys & Optoelect Technol, Baoji 721016, Peoples R China; [Hai-Rong, Zhang] Baoji Univ Arts & Sci, Sch Elect & Elect Engn, Baoji 721016, Peoples R China; [Qun, Wei] Xidian Univ, Sch Sci, Xian 710071, Peoples R China; [Yu-Quan, Yuan] Sichuan Univ Sci & Engn, Sch Phys & Elect Engn, Zigong 643000, Peoples R China	Yu-Quan, Y (reprint author), Sichuan Univ Sci & Engn, Sch Phys & Elect Engn, Zigong 643000, Peoples R China.	Natural Science Foundation of China [11404008]; Natural Science Basic Research Plan in Shaanxi Province of China [2016JM1012]; Sichuan University of Science and Engineering [2015RC41, 2015RC44, 2013RC10]	0	2158-3226	2016	WOS:000392091500063
Wang, Chun; Xiong, Rui; He, Hongwen; Ding, Xiaofeng; Shen, Weixiang	APPLIED ENERGY	DC/DC; Efficiency model; Energy loss; Power dissipation; Topology; Electric vehicles	[Wang, Chun; Xiong, Rui; He, Hongwen] Beijing Inst Technol, Sch Mech Engn, Collaborat Innovat Ctr Elect Vehicles Beijing, Beijing 100081, Peoples R China; [Wang, Chun] Sichuan Univ Sci & Engn, Sch Mech Engn, Sichuan Prov Key Lab Proc Equipment & Control, Zigong 643000, Sichuan, Peoples R China; [Ding, Xiaofeng] Beihang Univ, Sch Automat Sci & Elect Engn, Beijing 100191, Peoples R China; [Shen, Weixiang] Swinburne Univ Technol, Fac Sci Engn & Technol, Hawthorn, Vic 3122, Australia	Xiong, R (reprint author), Beijing Inst Technol, Sch Mech Engn, Collaborat Innovat Ctr Elect Vehicles Beijing, Beijing 100081, Peoples R China.	National Natural Science Foundation of China [51507012, 51675042]; Joint Funds of the National Natural Science Foundation of China [U1564206]	1	0306-2619	2016	WOS:000391897600049
Hu, Hong-J; Sun, Z.; Ou, Z-W	APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING		[Hu, Hong-J; Sun, Z.] Chongqing Univ Technol, Chongqing 400050, Peoples R China; [Hu, Hong-J; Ou, Z-W] Sichuan Univ Sci & Engn, Zigong 643000, Sichuan, Peoples R China	Hu, HJ (reprint author), Chongqing Univ Technol, Chongqing 400050, Peoples R China.; Hu, HJ (reprint author), Sichuan Univ Sci & Engn, Zigong 643000, Sichuan, Peoples R China.	Chongqing Research Program of Basic Research and Frontier Technology [cstc2015j-cyjBX0054]; National Science Foundation of China [51101176]; China Postdoctoral Science Foundation [2015T81087, 2014M552575]	0	0947-8396	2016	WOS:000391422900065
Wu, D. Q.; Dong, M.; Li, H. Y.; Li, F.	INTERNATIONAL JOURNAL OF SIMULATION MODELLING	Multi-Objective Optimization; Discrete Particle Swarm Optimization; Variable Neighbourhood Search; Vehicle Routing Problem with Time Windows	[Wu, D. Q.] Shanghai Ocean Univ, Coll Econ & Management, Shanghai 201306, Peoples R China; [Wu, D. Q.; Li, H. Y.] Univ South China, Comp Sci & Technol Inst, Hengyang 421001, Peoples R China; [Wu, D. Q.; Dong, M.] Shanghai Jiao Tong Univ, Antai Coll Econ & Management, Shanghai 200240, Peoples R China; [Wu, D. Q.] Sichuan Univ Sci & Engn, Artificial Intelligence Key Lab Sichuan Prov, Zigong 643000, Peoples R China; [Wu, D. Q.] Guangxi Univ Nationalities, Key Lab, Guangxi High Sch Complex Syst, Nanning 530004, Peoples R China; [Wu, D. Q.] Guangxi Univ Nationalities, Guangxi High Sch Computat Intelligence, Nanning 530004, Peoples R China; [Wu, D. Q.] Nanjing Univ Informat Sci & Technol, Nanjing 210044, Jiangsu, Peoples R China; [Li, F.] Donghua Univ, Sch Comp Sci & Technol, Shanghai 201620, Peoples R China	Wu, DQ (reprint author), Shanghai Ocean Univ, Coll Econ & Management, Shanghai 201306, Peoples R China.; Wu, DQ (reprint author), Univ South China, Comp Sci & Technol Inst, Hengyang 421001, Peoples R China.; Wu, DQ (reprint author), Shanghai Jiao Tong Univ, Antai Coll Econ & Management, Shanghai 200240, Peoples R China.; Wu, DQ (reprint author), Sichuan Univ Sci & Engn, Artificial Intelligence Key Lab Sichuan Prov, Zigong 643000, Peoples R China.; Wu, DQ (reprint author), Guangxi Univ Nationalities, Key Lab, Guangxi High Sch Complex Syst, Nanning 530004, Peoples R China.; Wu, DQ (reprint author), Guangxi Univ Nationalities, Guangxi High Sch Computat Intelligence, Nanning 530004, Peoples R China.; Wu, DQ (reprint author), Nanjing Univ Informat Sci & Technol, Nanjing 210044, Jiangsu, Peoples R China.	project of Ministry of Education of Hunan province [2016NK2135]; project of Hunan Provincial Department of Science and Technology [2015JC3089]; open fund of Key Laboratory of Guangxi High Schools for Complex System & Computational Intelligence [15CI07Y]; open project program of artificial intelligence key laboratory of Sichuan province [2015RYJ01]; China Statistical Science Research Project [2015LZ17]; Natural Science Foundation of Shanghai, China [16ZR1401100]; Shanghai Academy of Productivity young scholars' research assistant fund, the social science project in Hunan province	0	1726-4529	2016	WOS:000391565600014
Dong, Jiang Xue; Gao, Zhong Feng; Zhang, Ying; Li, Bang Lin; Zhang, Wei; Lei, Jing Lei; Li, Nian Bing; Luo, Hong Qun	NPG ASIA MATERIALS		[Dong, Jiang Xue; Gao, Zhong Feng; Zhang, Ying; Li, Bang Lin; Li, Nian Bing; Luo, Hong Qun] Southwest Univ, Sch Chem & Chem Engn, Minist Educ, Key Lab Luminescent & Real Time Analyt Chem, Chongqing 400715, Peoples R China; [Zhang, Ying] Sichuan Univ Sci & Engn, Higher Educ Inst Sichuan, Key Lab Green Catalysis, Coll Chem & Pharmaceut Engn,Sichuan Prov Academic, Zigong, Peoples R China; [Zhang, Wei] Chinese Acad Sci, Chongqing Inst Green & Intelligent Technol, Chongqing, Peoples R China; [Lei, Jing Lei] Chongqing Univ, Sch Chem & Chem Engn, Chongqing, Peoples R China	Li, NB; Luo, HQ (reprint author), Southwest Univ, Sch Chem & Chem Engn, Minist Educ, Key Lab Luminescent & Real Time Analyt Chem, Chongqing 400715, Peoples R China.	National Natural Science Foundation of China [21273174, 21675131]; Municipal Science Foundation of Chongqing City [CSTC-2013jjB00002, CSTC-2015jcyjB50001]; Innovation Foundation of Chongqing City for Postgraduates [CYB2015059]	0	1884-4049	2016	WOS:000391942300002
Gong, Lijuan; Qiao, Kangquan	INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE	Diantipyrylmethane; Mild steel; Acid Corrosion	[Gong, Lijuan] Sichuan Univ Sci & Engn, Coll Bioengn, Zigong 643000, Peoples R China; [Qiao, Kangquan] Sichuan Univ Sci & Engn, Anal & Testing Ctr, Zigong 643000, Peoples R China; [Qiao, Kangquan] Mat Corros & Protect Key Lab Sichuan Prov, Zigong 643000, Peoples R China	Gong, LJ (reprint author), Sichuan Univ Sci & Engn, Coll Bioengn, Zigong 643000, Peoples R China.	Natural Science Foundation of China [51502182]; Opening Project of Key laboratory of Material Corrosion and Protection of Sichuan Province [2011CL13, 2015CL04]; Scientific Research fund of Sichuan University of Science Engineering [2011KY04]	0	1452-3981	2016	WOS:000391039000030
Lai, Chuan; Yang, Hongxia; Guo, Xiaogang; Su, Xiulan; Zhou, Lvshan; Zhang, Lei; Xie, Bin	INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE	Adsorption; Corrosion inhibitor; Q235 steel; 2-mercaptobenzimidazole	[Lai, Chuan; Su, Xiulan; Zhou, Lvshan; Zhang, Lei] Sichuan Univ Arts & Sci, Sch Chem & Chem Engn, Dazhou 635000, Peoples R China; [Lai, Chuan; Yang, Hongxia; Xie, Bin] Sichuan Univ Sci & Engn, Inst Funct Mat, Sch Chem & Environm Engn, Mat Corros & Protect Key Lab Sichuan Prov, Zigong 643000, Peoples R China; [Guo, Xiaogang] Chongqing Univ, Coll Chem & Chem Engn, Chongqing 400044, Peoples R China	Xie, B (reprint author), Sichuan Univ Sci & Engn, Inst Funct Mat, Sch Chem & Environm Engn, Mat Corros & Protect Key Lab Sichuan Prov, Zigong 643000, Peoples R China.	Projects of Sichuan University of Arts and Science [2015TP002Z]; Project of Zigong City [2012H04]; Program of Education Department of Sichuan Province [16ZA0358]; Opening Project of Key Laboratory of Green Catalysis of Sichuan Institutes of Higher Education [LYJ1503]	0	1452-3981	2016	WOS:000391039000055
Wu, Wenqing; Tang, Yinghui; Yu, Miaomiao; Jiang, Ying	INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS	k-out-of-n:G system; multiple delayed vacations; changeover time; supplementary variable method; reliability measures	[Wu, Wenqing; Jiang, Ying] Southwest Univ Sci & Technol, Sch Sci, Mianyang 621000, Peoples R China; [Wu, Wenqing; Tang, Yinghui] Sichuan Normal Univ, Sch Math & Software Sci, Chengdu 610068, Peoples R China; [Yu, Miaomiao] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Peoples R China	Wu, WQ (reprint author), Southwest Univ Sci & Technol, Sch Sci, Mianyang 621000, Peoples R China.; Wu, WQ (reprint author), Sichuan Normal Univ, Sch Math & Software Sci, Chengdu 610068, Peoples R China.	National Natural Science Foundation of China [71571127, 71171138, 71301111]	0	0020-7160	2016	WOS:000389437900012
Wang, Zhuqing; Yang, Bing; Zhang, Tianlei	JOURNAL OF ATMOSPHERIC CHEMISTRY	Peroxy radical; PERCA; Nafion; Selective removal; Radical adsorption	[Wang, Zhuqing; Yang, Bing] Sichuan Univ Sci & Engn, Analyt & Testing Ctr, Zigong, Sichuan, Peoples R China; [Wang, Zhuqing] Shandong Acad Sci, Shandong Prov Key Lab Ocean Environm Monitoring T, Inst Oceanog Instrumentat, Jinan, Shandong, Peoples R China; [Zhang, Tianlei] Shaanxi Univ Technol, Sch Chem & Environm Sci, Xianyang, Shaanxi, Peoples R China	Wang, ZQ (reprint author), Sichuan Univ Sci & Engn, Analyt & Testing Ctr, Zigong, Sichuan, Peoples R China.; Wang, ZQ (reprint author), Shandong Acad Sci, Shandong Prov Key Lab Ocean Environm Monitoring T, Inst Oceanog Instrumentat, Jinan, Shandong, Peoples R China.	National Natural Science Foundation of China [21207081]; Shandong Provincial Natural Science Foundation [ZR2012DQ001]	0	0167-7764	2016	WOS:000389409700004
Jiang, Zhi-Jie	MEDITERRANEAN JOURNAL OF MATHEMATICS	Logarithmic Bergman-type space; Zygmund-Orlicz space; little Zygmund-Orlicz space; product-type operator; boundedness; compactness	[Jiang, Zhi-Jie] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Sichuan, Peoples R China	Jiang, ZJ (reprint author), Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Sichuan, Peoples R China.	National Natural Science Foundation of China [11201323]; Key Fund Project of Sichuan Provincial Department of Education [15ZA0221]; Cultivation Project of Sichuan University of Science and Engineering [2015PY04]	0	1660-5446	2016	WOS:000387090000053
Zhao, Changqing; Zhao, Xingxiu; Zhang, Jing; Zou, Wei; Zhang, Yi; Li, Li; Liu, Jun	INDIAN JOURNAL OF MICROBIOLOGY	Sun vinegar; Flavonoids; Phenolics; Bacillus	[Zhao, Changqing; Zhao, Xingxiu; Zhang, Jing; Zou, Wei; Zhang, Yi; Li, Li; Liu, Jun] Sichuan Univ Sci & Engn, Coll Bioengn, Zigong 643000, Peoples R China	Zhao, CQ (reprint author), Sichuan Univ Sci & Engn, Coll Bioengn, Zigong 643000, Peoples R China.	Liquor Making Biological Technology and Application of key laboratory of Sichuan Province [NJ2015-11]; scholarship of Luzhou Lao Jiao [15ljzk09]; Solid-state Fermentation Resource Utilization Key Laboratory of Sichuan Province [2015GTJ003]	0	0046-8991	2016	WOS:000385423300016
Shan, Jun; Li, Ruizhen; Yan, Kai; Zhu, Yuhan; Zhang, Jingdong	SENSORS AND ACTUATORS B-CHEMICAL	CdS quantum dots; Ciprofloxacin; Complexation; Cadmium ion; Anodic stripping voltammetry	[Shan, Jun; Yan, Kai; Zhu, Yuhan; Zhang, Jingdong] Huazhong Univ Sci & Technol, Sch Chem & Chem Engn, Key Lab Mat Chem Energy Convers & Storage, Minist Educ, Luoyu Rd 1037, Wuhan 430074, Peoples R China; [Li, Ruizhen] Sichuan Univ Sci & Engn, Coll Mat & Chem Engn, Zigong 643000, Sichuan, Peoples R China	Zhang, JD (reprint author), Huazhong Univ Sci & Technol, Sch Chem & Chem Engn, Key Lab Mat Chem Energy Convers & Storage, Minist Educ, Luoyu Rd 1037, Wuhan 430074, Peoples R China.	National Natural Science Foundation of China [61571198]	0	0925-4005	2016	WOS:000384010500011
Huang, Shengtian; Zhong, Junbo; Li, Jianzhang; Chen, Jiufu; Xiang, Zhen; Hu, Wei; Li, Minjiao	MATERIALS RESEARCH BULLETIN	semiconductors; inorganic compounds; interfaces; chemical synthesis; catalytic properties	[Huang, Shengtian; Zhong, Junbo; Li, Jianzhang; Chen, Jiufu; Xiang, Zhen; Hu, Wei; Li, Minjiao] Sichuan Univ Sci & Engn, Coll Chem & Environm Engn, Key Lab Green Catalysis, Higher Educ Inst Sichuan, Zigong 643000, Peoples R China; [Li, Minjiao] Sichuan Univ Sci & Engn, Sichuan Prov Acad Expert Workstn, Zigong 643000, Peoples R China	Zhong, JB; Li, JZ (reprint author), Sichuan Univ Sci & Engn, Coll Chem & Environm Engn, Key Lab Green Catalysis, Higher Educ Inst Sichuan, Zigong 643000, Peoples R China.	program of Science and Technology Department of Sichuan province [2015JY0081]; Project of Zigong city [2014HX14, 2014HX09]; Construct Program of the Discipline in Sichuan University of Science amd Engineering; Opening Project of Key Laboratory of Green Catalysis of Sichuan Institutes of High Education [LZJ1302, LZJ1301]; Sichuan Provincial Academician (Expert) Workstation [2015YSGZZ03]	1	0025-5408	2016	WOS:000384776600009
Peng, Ke-Xin; Yang, Jian-Bo; Tuo, Xian-Guo; Du, Hua; Zhang, Rui-Xue	MODERN PHYSICS LETTERS B	PGNAA; Monte Carlo simulation; BP neural network; energy spectrum library; quantitative adaptive algorithm	[Peng, Ke-Xin; Yang, Jian-Bo; Du, Hua; Zhang, Rui-Xue] Chengdu Univ Technol, Chengdu 610059, Peoples R China; [Tuo, Xian-Guo] Sichuan Univ Sci & Engn, Zigong 643000, Peoples R China; [Du, Hua] Univ Sci & Technol China, Sch Nucl Sci & Technol, Hefei 230027, Peoples R China	Yang, JB (reprint author), Chengdu Univ Technol, Chengdu 610059, Peoples R China.	National Natural Science Foundation of China [41374112, 41504080]; National High Technology Research and Development Program of China [2012AA063501]	0	0217-9849	2016	WOS:000390250300011
Yang, Jun; Luo, Wen-Pin; Chen, Hao; Liu, Xiao-Lan	NEUROCOMPUTING	Generalized neural networks (GNNs); Stability analysis; Lyapunov-Krasovskii functional (LKF); Interval time-varying delay; Delay-partitioning approach	[Yang, Jun] Civil Aviat Flight Univ China, Coll Comp Sci, Guanghan 618307, Sichuan, Peoples R China; [Luo, Wen-Pin; Liu, Xiao-Lan] Sichuan Univ Sci & Engn, Coll Sci, Zigong 643000, Sichuan, Peoples R China; [Chen, Hao] Southwest Univ Nationalities China, Coll Elect & Informat Engn, Chengdu 610041, Sichuan, Peoples R China; [Liu, Xiao-Lan] Sichuan Prov Univ, Key Lab Bridge Non Destruct Detecting & Engn Comp, Zigong 643000, Sichuan, Peoples R China	Luo, WP (reprint author), Sichuan Univ Sci & Engn, Coll Sci, Zigong 643000, Sichuan, Peoples R China.	National Natural Science Foundation of China [11501390, 11501392, 61573010]; Key Natural Science Foundation of Sichuan Province Education Department [15ZA0234]; Opening Project of Sichuan Province University Key Laboratory of Bridge Non-destruction Detecting and Engineering Computing [2015QZJ01]; Artificial Intelligence of Key Laboratory of Sichuan Province [2015RZJ01]; Scientific Research Fund of Sichuan Provincial Education Department [14ZB0208, 16ZA0256]	0	0925-2312	2016	WOS:000386741300081
Huang, Shengtian; Zhong, Junbo; Li, Jianzhang; Chen, Jiufu; Xiang, Zhen; Li, Minjiao; Liao, Qianchuan	MATERIALS LETTERS	Semiconductors; BiOI; Surfaces; Crystal growth; Ionic liquid	[Huang, Shengtian; Zhong, Junbo; Li, Jianzhang; Chen, Jiufu; Xiang, Zhen; Li, Minjiao; Liao, Qianchuan] Sichuan Univ Sci & Engn, Key Lab Green Catalysis, Higher Educ Inst Sichuan, Zigong 643000, Peoples R China; [Li, Minjiao] Sichuan Univ Sci & Engn, Sichuan Prov Acad Expert Workstn, Zigong 643000, Peoples R China	Zhong, JB (reprint author), Sichuan Univ Sci & Engn, Key Lab Green Catalysis, Higher Educ Inst Sichuan, Zigong 643000, Peoples R China.	Research Fund Projects of Sichuan University of Science and Engineering [2013PY03]; Project of Zigong city [2015HX20]; Sichuan Provincial Academician (Expert) Workstation [2015YSGZZ03]; Construct Program of the Discipline in Sichuan University of Science and Engineering	1	0167-577X	2016	WOS:000384451800059
Zhang, Jiang; Li, Yuyao; Chen, Huafu; Ding, Jurong; Yuan, Zhen	SCIENTIFIC REPORTS		[Zhang, Jiang] Sichuan Univ, Sch Elect Engn & Informat, Dept Med Informat Engn, Chengdu 610065, Peoples R China; [Li, Yuyao] Southwest Jiaotong Univ, Sch Informat Sci & Technol, Chengdu 610031, Peoples R China; [Chen, Huafu] Univ Elect Sci & Technol China, Sch Life Sci & Technol, Chengdu 610054, Peoples R China; [Ding, Jurong] Sichuan Univ Sci & Engn, Inst Automat & Elect Informat, Zigong 643000, Peoples R China; [Yuan, Zhen] Univ Macau, Fac Hlth Sci, Bioimaging Core, Macau Sar, Peoples R China	Zhang, J (reprint author), Sichuan Univ, Sch Elect Engn & Informat, Dept Med Informat Engn, Chengdu 610065, Peoples R China.; Chen, HF (reprint author), Univ Elect Sci & Technol China, Sch Life Sci & Technol, Chengdu 610054, Peoples R China.; Yuan, Z (reprint author), Univ Macau, Fac Hlth Sci, Bioimaging Core, Macau Sar, Peoples R China.	National Natural Science Foundation of China [61273361, 81401482]; Key Technology R&D Program of Sichuan Province [2014GZ0003]; University of Macau in Macau [MYRG 2014-00093-FHS, MYRG2015-00036-FHS]; Macao Government [FDCT 026/2014/A1, FDCT 025/2015/A1]	0	2045-2322	2016	WOS:000387004200001
Lai, Chuan; Su, Xiulan; Jiang, Ting; Zhou, Lvshan; Xie, Bin; Li, Yulong; Zou, Like	INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE	Corrosion inhibitor; O,O '-Dialkyldithiophosphate; Q235 steel; Sulfuric acid; Adsorption	[Lai, Chuan; Su, Xiulan; Jiang, Ting; Zhou, Lvshan] Sichuan Univ Arts & Sci, Sch Chem & Chem Engn, Dazhou 635000, Peoples R China; [Lai, Chuan; Xie, Bin; Li, Yulong; Zou, Like] Sichuan Univ Sci & Engn, Inst Funct Mat, Mat Corros & Protect Key Lab Sichuan Prov, Zigong 643000, Peoples R China	Xie, B (reprint author), Sichuan Univ Sci & Engn, Inst Funct Mat, Mat Corros & Protect Key Lab Sichuan Prov, Zigong 643000, Peoples R China.	Program of Education Department of Sichuan Province [16ZA0358]; Projects of Sichuan University of Arts and Science [2015TP002Z, HGXZ2015002]	0	1452-3981	2016	WOS:000389819900044
Zhang, Fuchen; Liao, Xiaofeng; Zhang, Guangyun; Mu, Chunlai; Lin, Da	COMPLEXITY	Bloch chaotic system; chaotic attractor; Lyapunov stability; Lagrange multiplier method; optimization theory	[Zhang, Fuchen] Chongqing Technol & Business Univ, Coll Math & Stat, Chongqing 400067, Peoples R China; [Liao, Xiaofeng] Southwest Univ, Coll Elect & Informat Engn, Chongqing 400716, Peoples R China; [Zhang, Guangyun] Chongqing Technol & Business Univ, Int Business Sch, Chongqing 400067, Peoples R China; [Mu, Chunlai] Chongqing Univ, Coll Math & Stat, Chongqing 401331, Peoples R China; [Lin, Da] Sichuan Univ Sci & Engn, Sch Automat & Elect Informat, Zigong 643000, Peoples R China	Zhang, FC (reprint author), Chongqing Technol & Business Univ, Coll Math & Stat, Chongqing 400067, Peoples R China.	National Natural Science Foundation of China [11426047, 11501064]; Basic and Advanced Research Project of CQCSTC [cstc2014jcyjA00040]; Scientific and Technological Research Program of Chongqing Municipal Education Commission [KJ1500605]; Research Fund of Chongqing Technology and Business University [2014-56-11]; Open Project Program of the State Key Laboratory of Management and Control for Complex Systems [20160106]; Sichuan Province Natural Science Foundation of China [2016JY0179]; Innovation Group Build Plan for the Universities in Sichuan [15TD0024]; Youth Science and Technology Innovation Group of Sichuan Provincial [2015TD0022]; High-level Innovative Talents Plan of Sichuan University of Science and Engineering; Talents Project of Sichuan University of Science and Engineering [2015RC50]	0	1076-2787	2016	WOS:000388325600019
