AF	SO	DE	C1	RP	FU	TC	SN	PY	UT
Gong, Xiaobing	JOURNAL OF INEQUALITIES AND APPLICATIONS	demimartingale; maximal phi-inequalities; Doob's inequality	[Gong, Xiaobing] Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China; [Gong, Xiaobing] Neijiang Normal Univ, Coll Math & Informat Sci, Neijiang 641112, Sichuan, Peoples R China	Gong, XB (reprint author), Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China.	Natural Science Foundation of the Department of Education of Sichuan Province (China) [09ZC071]	1	1029-242X	2011	WOS:000301730300001
Wu, Guo-cheng	JOURNAL OF POROUS MEDIA	fractals; fractional measure; porosity	[Wu, Guo-cheng] Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China; [Wu, Guo-cheng] Neijiang Normal Univ, Coll Math & Informat Sci, Neijiang 641112, Sichuan, Peoples R China	Wu, GC (reprint author), Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China.	National Natural Science Foundation of China [10972053, 10802021]; National Natural Science Foundation of Shanghai [08ZR1400300]; Shanghai Rising-Star Program [09QA1400100]	1	1091-028X	2011	WOS:000292426100007
Liao Li-Min; Zhu Jun; Li Jian-Feng; Lei Guang-Dong	CHINESE JOURNAL OF STRUCTURAL CHEMISTRY	improved molecular electronegativity-distance vector (I-MEDV); structural descriptor; quantitative structure-retention relationship (QSRR); flowers of styrax japonicus sieb; complex samples	[Liao Li-Min; Zhu Jun; Li Jian-Feng; Lei Guang-Dong] Neijiang Normal Univ, Coll Resource & Environm Sci, Neijiang 641112, Sichuan, Peoples R China; [Liao Li-Min; Li Jian-Feng; Lei Guang-Dong] Neijiang Normal Univ, Coll Chem & Life Sci, Neijiang 641112, Sichuan, Peoples R China	Lei, GD (reprint author), Neijiang Normal Univ, Coll Resource & Environm Sci, Neijiang 641112, Sichuan, Peoples R China.	Youth Foundation of Education Bureau, Sichuan Province [09ZB036]; Technology Bureau, Sichuan Province [2006j13-141]	3	0254-5861	2011	WOS:000287112000018
Shi, Yong-Guo; Chen, Li	COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION	Symmetry line; Reversible map; Involution; Discrete dynamical system	[Shi, Yong-Guo; Chen, Li] Sichuan Univ, Dept Math, Chengdu 610064, Sichuan, Peoples R China; [Shi, Yong-Guo] Neijiang Normal Univ, Coll Math & Informat Sci, Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China	Chen, L (reprint author), Sichuan Univ, Dept Math, Chengdu 610064, Sichuan, Peoples R China.		4	1007-5704	2011	WOS:000282154900032
Chen, W. N.; Wu, Y.; Wu, N.; Wang, Q.	PLANT BIOSYSTEMS	Pedicularis davidii Franch. var.; pentodon Tsoong; freeze-thaw cycle; snowmelt gradient; biomass allocation; soil water content	[Chen, W. N.; Wu, Y.; Wu, N.; Wang, Q.] Chinese Acad Sci, Chengdu Inst Biol, Chengdu 610041, Peoples R China; [Chen, W. N.] Neijiang Normal Univ, Dept Life Sci, Neijiang 641112, Sichuan, Peoples R China	Wu, Y (reprint author), Chinese Acad Sci, Chengdu Inst Biol, POB 416, Chengdu 610041, Peoples R China.	National Natural Science Foundation of China [40971178, 30870396]; Chinese Academy of Sciences [KZCX2-YW-418, KZCX2-XB2-02]; National Sci & Tech Supporting Program of China [2009BA184B02]	3	1126-3504	2011	WOS:000299428800008
Deng, Zhen-Guo; Wu, Guo-Cheng	ROMANIAN JOURNAL OF PHYSICS	Modified Riemann-Liouville derivative; Fractional Variational Iteration Method; Fractional differential equations	[Deng, Zhen-Guo] Guangxi Univ, Sch Math & Informat Sci, Nanning 530004, Peoples R China; [Wu, Guo-Cheng] Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China; [Wu, Guo-Cheng] Neijiang Normal Univ, Coll Math & Informat Sci, Neijiang 641112, Sichuan, Peoples R China	Wu, GC (reprint author), Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China.		4	1221-146X	2011	WOS:000295495400003
Wu, Guo-Cheng; Shi, Yong-Guo; Wu, Kai-Teng	ROMANIAN JOURNAL OF PHYSICS	Fractional differential equations; Adomian decomposition method; Fractional Taylor series	[Wu, Guo-Cheng; Shi, Yong-Guo; Wu, Kai-Teng] Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China; [Wu, Guo-Cheng; Shi, Yong-Guo; Wu, Kai-Teng] Neijiang Normal Univ, Coll Math & Informat Sci, Neijiang 641112, Sichuan, Peoples R China	Wu, GC (reprint author), Key Lab Numer Simulat Sichuan Prov, Neijiang 641112, Sichuan, Peoples R China.	NSFC [10872085]	7	1221-146X	2011	WOS:000295495400004
Yang Ze-Jin; Guo Yun-Dong; Zhu Zheng-He; Yang Xiang-Dong	ACTA PHYSICO-CHIMICA SINICA	Electron momentum spectroscopy; Dual space analysis; Saturated alkane	[Guo Yun-Dong] Neijiang Normal Univ, Sch Phys & Elect Informat Engn, Neijiang 641112, Sichuan Prov, Peoples R China; [Yang Ze-Jin; Zhu Zheng-He; Yang Xiang-Dong] Sichuan Univ, Inst Atom & Mol Phys, Chengdu 610065, Peoples R China	Guo, YD (reprint author), Neijiang Normal Univ, Sch Phys & Elect Informat Engn, Neijiang 641112, Sichuan Prov, Peoples R China.	National Natural Science Foundation of China [10676025, 10574096]; China Scholarship Council (CSC); Science-Technology Foundation for Young Scientist of Sichuan Province, China [09ZQ026-049]	1	1000-6818	2010	WOS:000281538100032
Yang Ze-Jin; Guo Yun-Dong; Li Jin; Liu Jin-Chao; Dai Wei; Cheng Xin-Lu; Yang Xiang-Dong	CHINESE PHYSICS B	first principle; rutile RuO2; electronic structure; optical property	[Guo Yun-Dong] Neijiang Normal Univ, Sch Phys & Elect Informat Engn, Neijiang 641112, Peoples R China; [Yang Ze-Jin; Li Jin; Liu Jin-Chao; Dai Wei; Cheng Xin-Lu; Yang Xiang-Dong] Sichuan Univ, Inst Atom & Mol Phys, Chengdu 610065, Peoples R China; [Li Jin] Hainan Univ, Coll Mat & Chem Engn, Haikou 570228, Peoples R China; [Dai Wei] China Acad Engn Phys, Mianyang 621900, Peoples R China	Guo, YD (reprint author), Neijiang Normal Univ, Sch Phys & Elect Informat Engn, Neijiang 641112, Peoples R China.	China Scholarship Council (CSC); National Natural Science Foundation of China [10676025, 10574096]; Science-Technology Foundation for Young Scientist of Sichuan Province, China [09ZQ026-049]	12	1674-1056	2010	WOS:000280186500077
Liao, Limin; Qing, Donghong; Li, Jianfeng; Lei, Guangdong	JOURNAL OF MOLECULAR STRUCTURE	Hydrogen-association classified molecular electronegativity-distance vector (H-MEDV); Descriptor; Quantitative structure-retention relationship; Oxygen-containing organic compounds; Molecular structural characterization (MSC)	[Liao, Limin; Qing, Donghong; Li, Jianfeng; Lei, Guangdong] Neijiang Normal Univ, Coll Resource & Environm Sci, Neijiang 641112, Sichuan, Peoples R China; [Liao, Limin; Li, Jianfeng] Chongqing Univ, Coll Chem & Chem Engn, Chongqing 400044, Peoples R China	Liao, LM (reprint author), Neijiang Normal Univ, Coll Resource & Environm Sci, Neijiang 641112, Sichuan, Peoples R China.	Foundation of Education Bureau, Sichuan Province [09ZB036]; Technology Bureau, Sichuan Province [2006j13-141]	7	0022-2860	2010	WOS:000280028600059
