AF	SO	DE	C1	RP	FU	TC	SN	PY	UT
Wang, Junxia; Wang, Genshui; Nie, Hengchang; Chen, Xuefeng; Cao, Fei; Dong, Xianlin; Gu, Yan; He, Hongliang	JOURNAL OF THE AMERICAN CERAMIC SOCIETY		[Wang, Junxia; Wang, Genshui; Nie, Hengchang; Chen, Xuefeng; Cao, Fei; Dong, Xianlin] Chinese Acad Sci, Shanghai Inst Ceram, Key Lab Inorgan Funct Mat & Devices, Shanghai 200050, Peoples R China; [Wang, Junxia] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmet Composites & F, Mianyang 621010, Peoples R China; [Gu, Yan; He, Hongliang] CAEP, Inst Fluid Phys, Lab Shock Wave & Detonat Phys Res, Mianyang 621900, Peoples R China	Dong, XL (reprint author), Chinese Acad Sci, Shanghai Inst Ceram, Key Lab Inorgan Funct Mat & Devices, Shanghai 200050, Peoples R China.	National Natural Science Foundation of China [51202273]; Nature Science Foundation of Shanghai [12ZR1435400]; Science and Technology Innovation Foundation [Y23ZC1130G]	7	0002-7820	2013	WOS:000322965300005
Cui, Peng; Zou, Qiang; Xiang, Ling-zhi; Zeng, Chao	PROGRESS IN PHYSICAL GEOGRAPHY	debris flow; hazard analysis; risk assessment; vulnerability; Wenchuan earthquake	[Cui, Peng; Zou, Qiang; Zeng, Chao] Chinese Acad Sci, Inst Mt Hazards & Environm, CAS Key Lab Mt Hazards & Earth Surface Proc, Beijing 100864, Peoples R China; [Zou, Qiang; Zeng, Chao] Univ Chinese Acad Sci, Changchun, Peoples R China; [Zou, Qiang] Southwest Univ Sci & Technol, Mianyang, Peoples R China; [Xiang, Ling-zhi] Chongqing Jiaotong Univ, Chongqing, Peoples R China	Cui, P (reprint author), 9,Sect 4,Renminnanlu Rd, Chengdu 610041, Sichuan, Peoples R China.	National Basic Research Program of China (973 Program) [2011CB409902, 2008CB425802]; National Nature Science Foundation of China [41030742]	10	0309-1333	2013	WOS:000322155100004
Iqbal, Muhammad N.; Xiao, Jian; Xiang, Weiming	TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL	Finite-time boundedness; finite-time H filtering; minimum dwell time; norm-bounded uncertainties; switching systems	[Iqbal, Muhammad N.; Xiao, Jian; Xiang, Weiming] Southwest Jiaotong Univ, Sch Elect Engn, Chengdu 610031, Sichuan, Peoples R China; [Xiang, Weiming] Southwest Univ Sci & Technol, Sch Appl Technol, Mianyang, Sichuan, Peoples R China	Iqbal, MN (reprint author), Southwest Jiaotong Univ, Sch Elect Engn, Chengdu 610031, Sichuan, Peoples R China.	National Natural Science Foundation of China [61134001, 51177137]	2	0142-3312	2013	WOS:000321563100013
Zhang, Lin; Chen, Geng; Chen, Bowei; Liu, Tianshi; Mei, Yang; Luo, Xuan	MATERIALS LETTERS	Germanium oxide aerogel; Nanocrystalline materials; Luminescence	[Zhang, Lin; Chen, Geng; Chen, Bowei; Liu, Tianshi; Mei, Yang; Luo, Xuan] China Acad Engn Phys, Sci & Technol Plasma Phys Lab, Res Ctr Laser Fus, Mianyang 621900, Peoples R China; [Zhang, Lin; Chen, Geng; Liu, Tianshi] Southwest Univ Sci & Technol, Joint Lab Extreme Condit Matter Properties, Mianyang 621000, Peoples R China; [Zhang, Lin; Chen, Geng; Liu, Tianshi] Southwest Univ Sci & Technol, Sch Sci & Engn, Mianyang 621000, Peoples R China	Zhang, L (reprint author), China Acad Engn Phys, Sci & Technol Plasma Phys Lab, Res Ctr Laser Fus, POB 919-987, Mianyang 621900, Peoples R China.	China Academy of Engineering Physics [20110302059, 2012A0302015, 2012B0302050]	6	0167-577X	2013	WOS:000320142500012
Ding, Jiangang; Chen, Biwei; Xia, Xiaojian; Mao, Weihua; Shi, Kai; Zhou, Yanhong; Yu, Jingquan	PLOS ONE		[Ding, Jiangang; Chen, Biwei; Xia, Xiaojian; Mao, Weihua; Shi, Kai; Zhou, Yanhong; Yu, Jingquan] Zhejiang Univ, Dept Hort, Hangzhou 310003, Zhejiang, Peoples R China; [Yu, Jingquan] Minist Agr, Key Lab Hort Plants Growth Dev & Qual Improvement, Hangzhou, Zhejiang, Peoples R China; [Ding, Jiangang] Southwest Univ Sci & Technol, Sch Life Sci & Engn, Mianyang, Peoples R China	Zhou, YH (reprint author), Zhejiang Univ, Dept Hort, Hangzhou 310003, Zhejiang, Peoples R China.	National Basic Research Program of China [2009CB119000]; Program for New Century Excellent Talents in University; Fok Ying-Tong Education Foundation [132024]	16	1932-6203	2013	WOS:000323369700131
Li, Yi; Liu, Hongbo; Zheng, Kelong	FIXED POINT THEORY AND APPLICATIONS	Bregman strongly nonexpansive multi-valued mapping; Legendre functions; Bregman projection; fixed point; Halpern's iteration sequence	[Li, Yi; Liu, Hongbo; Zheng, Kelong] Southwest Univ Sci & Technol, Sch Sci, Mianyang 621010, Sichuan, Peoples R China	Li, Y (reprint author), Southwest Univ Sci & Technol, Sch Sci, Mianyang 621010, Sichuan, Peoples R China.		2	1687-1812	2013	WOS:000325693900001
Liu, T.; Feng, M.; Yang, W. L.; Zou, J. H.; Li, L.; Fan, Y. X.; Wang, K. L.	PHYSICAL REVIEW A		[Liu, T.; Feng, M.; Yang, W. L.; Zou, J. H.] Chinese Acad Sci, Wuhan Inst Phys & Math, State Key Lab Magnet Resonance & Atom & Mol Phys, Wuhan 430071, Peoples R China; [Liu, T.; Li, L.; Fan, Y. X.] Southwest Univ Sci & Technol, Sch Sci, Mianyang 621010, Peoples R China; [Wang, K. L.] Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Peoples R China	Liu, T (reprint author), Chinese Acad Sci, Wuhan Inst Phys & Math, State Key Lab Magnet Resonance & Atom & Mol Phys, Wuhan 430071, Peoples R China.	National Fundamental Research Program of China [2012CB922102]; National Natural Science Foundation of China [11274352, 11274351, 11147153, 11004226]	4	1050-2947	2013	WOS:000321837000025
Liu, Haifeng; Shi, Lei; Zhou, Shiming; Zhao, Jiyin; Guo, Yuqiao; Wang, Cailin; He, Laifa	SURFACE & COATINGS TECHNOLOGY	Polymer assisted deposition; LaCoO3; epitaxial film; ferromagnetism	[Liu, Haifeng; Shi, Lei; Zhou, Shiming; Zhao, Jiyin; Guo, Yuqiao; Wang, Cailin; He, Laifa] Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Peoples R China; [Liu, Haifeng] Southwest Univ Sci & Technol, Analyt & Testing Ctr, Mianyang 621010, Peoples R China	Shi, L (reprint author), Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Peoples R China.	National Basic Research Program of China (973 Program) [2009CB939901]; National Science Foundation of China [10874161]	6	0257-8972	2013	WOS:000320415400015
Zhang, X. W.; Mou, S. Y.; Dai, B.	JOURNAL OF APPLIED PHYSICS		[Zhang, X. W.; Mou, S. Y.; Dai, B.] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmet Composites & F, Mianyang 621010, Peoples R China	Zhang, XW (reprint author), Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmet Composites & F, Mianyang 621010, Peoples R China.	Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [11zxfk20]; National Natural Science Foundation of China [11074206]	2	0021-8979	2013	WOS:000321761600029
Huang, Y. W.; Song, M. L.; Ma, J. J.; Lu, Z. Y.; Yang, J. X.; Cao, K.	JOURNAL OF APPLIED POLYMER SCIENCE	flame retardance; thermal properties; composites	[Cao, K.] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmetal Composite &, Mianyang 621010, Peoples R China; Southwest Univ Sci & Technol, Sch Mat Sci & Technol, Mianyang 621010, Peoples R China	Cao, K (reprint author), Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmetal Composite &, Mianyang 621010, Peoples R China.	NSFC-NSAF [10976024]; China-NSFC [51107106]; Youth Foundation Incubation Programme of Sichuan Province [2011JQ0042]; Applied Basic Research Foundation of Mianyang [10Y002-5]	5	0021-8995	2013	WOS:000317285200037
